Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"S James, R Raheb","Unmanned aerial vehicle swarm path planning",2025,"US Patent 12,269,591","Google Patents","https://patents.google.com/patent/US12269591B2/en","https://scholar.google.com/scholar?cites=10927893742084713828&as_sdt=2005&sciodt=2007&hl=en",64,"2025-09-15 17:37:58","","","","",,,,,3,3.00,2,2,1,"… , UAV path planning (either for an individual UAV or for a UAV … in US patent application Ser. No. 16/720,906, filed Dec. … for communication with a central path planning engine, with other …","https://patentimages.storage.googleapis.com/13/c9/31/c6e5d2183530d9/US12269591B2.pdf","https://scholar.google.com/scholar?q=related:ZG0swHWtp5cJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
144,"CO Carlsson, P Adebjörk","Waypoint navigation",2007,"US Patent 7,158,877","Google Patents","https://patents.google.com/patent/US7158877B2/en","https://scholar.google.com/scholar?cites=16860187326106301767&as_sdt=2005&sciodt=2007&hl=en",13,"2025-09-15 17:37:58","","","","",,,,,144,8.00,72,2,18,"… a UAV wherein upon loss of radio contact between a control station and the UAV, the UAV flies … During any interruption of the radio contact, the UAV will fly on a substitute route, which is …","https://patentimages.storage.googleapis.com/ad/86/bb/021db2d15be8a2/US7158877.pdf","https://scholar.google.com/scholar?q=related:R_UbQwtr--kJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
207,"WK Bodin, J Redman, DC Thorson","Navigating a uav with obstacle avoidance algorithms",2007,"US Patent 7,228,232","Google Patents","https://patents.google.com/patent/US7228232B2/en","https://scholar.google.com/scholar?cites=247645962563054268&as_sdt=2005&sciodt=2007&hl=en",42,"2025-09-15 17:37:58","","","","",,,,,207,11.50,69,3,18,"… view aspects of a UAV's flight using cameras installed on the UAV with images provided … of the UAV's flight, including such aspects as starting location, the UAV's current location, …","https://patentimages.storage.googleapis.com/52/0c/23/43cf6f7440e40e/US7228232.pdf","https://scholar.google.com/scholar?q=related:vGqh3LDQbwMJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
113,"M Tehan, D Hursig","Flight path planning to reduce detection of an unmanned aerial vehicle",2011,"US Patent 7,970,532","Google Patents","https://patents.google.com/patent/US7970532B2/en","https://scholar.google.com/scholar?cites=5689108715155416931&as_sdt=2005&sciodt=2007&hl=en",6,"2025-09-15 17:37:58","","","","",,,,,113,8.07,57,2,14,"US7970532B2 - Flight path planning to reduce detection of an unmanned aerial vehicle - Google Patents US7970532B2 - Flight path planning to reduce detection of an unmanned …","https://patentimages.storage.googleapis.com/e2/eb/b7/de689affaf03f8/US7970532.pdf","https://scholar.google.com/scholar?q=related:Y-dq9zvG804J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
99,"YB Asher, S Feldman, P Gurfil","UAV decision and control system",2012,"US Patent 8,186,589","Google Patents","https://patents.google.com/patent/US8186589B2/en","https://scholar.google.com/scholar?cites=2513936831560908978&as_sdt=2005&sciodt=2007&hl=en",76,"2025-09-15 17:37:58","","","","",,,,,99,7.62,33,3,13,"… communication of multiple Unmanned Aerial Vehicles (UAV's) engaging multiple attack targets. … UAV joins the group, or a UAV moves out of communication range, has a communication …","https://patentimages.storage.googleapis.com/4c/30/0f/3ea9f2ffd4b371/US8186589.pdf","https://scholar.google.com/scholar?q=related:soD1mDpM4yIJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
47,"RM Ruuspakka, D Pickem, P Jagannathan","Connectivity maintenance using a quality of service-based robot path planning algorithm",2015,"US Patent 9,216,508","Google Patents","https://patents.google.com/patent/US9216508B2/en","https://scholar.google.com/scholar?cites=12083601755903327867&as_sdt=2005&sciodt=2007&hl=en",35,"2025-09-15 17:37:58","","","","",,,,,47,4.70,16,3,10,"… used as part of a pre-emptive connectivity-based planning approach for maintaining remote … below one or more connectivity thresholds, or both. a path planning method provides for …","https://patentimages.storage.googleapis.com/2f/0e/f8/cea7b6adc8216e/US9216508.pdf","https://scholar.google.com/scholar?q=related:e37ne8aTsacJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
3,"PT Boufounos, R Vaccaro, M Benosman","Distributed path planning for mobile sensors",2015,"US Patent 9,218,646","Google Patents","https://patents.google.com/patent/US9218646B1/en","https://scholar.google.com/scholar?cites=8759587333833514222&as_sdt=2005&sciodt=2007&hl=en",91,"2025-09-15 17:37:58","","","","",,,,,3,0.30,1,3,10,"… , sensors within communication range, the sensors can perform the path planning in a distrubted manner. However, it should be undertood that the other communication techniques can …","https://patentimages.storage.googleapis.com/09/b6/5e/7e9e26d32c2f9b/US9218646.pdf","https://scholar.google.com/scholar?q=related:7lwoFEVOkHkJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
5,"WD Arbogast, W Barnawi, ME Lind, B Wall","System and method for decentralized, multi-agent unmanned vehicle navigation and formation control",2016,"US Patent 9,436,187","Google Patents","https://patents.google.com/patent/US9436187B2/en","https://scholar.google.com/scholar?cites=8614741474182516982&as_sdt=2005&sciodt=2007&hl=en",73,"2025-09-15 17:37:58","","","","",,,,,5,0.56,1,4,9,"… execute autonomous path-planning in an A2/AD environment, where communication reach back … For example, adding a cooperative unmanned aerial vehicle (UAV) would increase the …","https://patentimages.storage.googleapis.com/0c/9b/66/8f8221e1d6c97a/US9436187.pdf","https://scholar.google.com/scholar?q=related:9lB5WLq1jXcJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
158,"BG DeRoos, K SPERANSKY, MAM Trujillo","Unmanned aerial vehicle 3D mapping system",2017,"US Patent 9,618,934","Google Patents","https://patents.google.com/patent/US9618934B2/en","https://scholar.google.com/scholar?cites=509195848762787795&as_sdt=2005&sciodt=2007&hl=en",47,"2025-09-15 17:37:58","","","","",,,,,158,19.75,53,3,8,"… a controller capable of communication with a flight control module of the UAV. The controller is … During the initial phase of the UAV flight path planning, rules are applied to regions, eg, …","https://patentimages.storage.googleapis.com/e5/9a/34/d110845c7828a9/US9618934.pdf","https://scholar.google.com/scholar?q=related:0wecNu0GEQcJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
90,"NW Anderson","Mission and path planning using images of crop wind damage",2017,"US Patent 9,696,162","Google Patents","https://patents.google.com/patent/US9696162B2/en","https://scholar.google.com/scholar?cites=16293751653722589068&as_sdt=2005&sciodt=2007&hl=en",88,"2025-09-15 17:37:58","","","","",,,,,90,11.25,90,1,8,"US9696162B2 - Mission and path planning using images of crop wind damage - Google Patents US9696162B2 - Mission and path planning using images of crop wind damage - …","https://patentimages.storage.googleapis.com/73/72/a6/2d82f345922b1d/US9696162.pdf","https://scholar.google.com/scholar?q=related:jIeREs0IH-IJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
102,"LR KOTECHA","Dynamic navigation of UAVs using three dimensional network coverage information",2017,"US Patent 9,818,303","Google Patents","https://patents.google.com/patent/US9818303B2/en","https://scholar.google.com/scholar?cites=10305131032150938541&as_sdt=2005&sciodt=2007&hl=en",19,"2025-09-15 17:37:58","","","","",,,,,102,12.75,102,1,8,"… 18, 2015, at 1 pm, by a UAV, but that the current signal strength estimate for this 3D location is 6. In this situation, the measurement may have been considered to be stale and other …","https://patentimages.storage.googleapis.com/de/0f/a3/ba853380657e2e/US9818303.pdf","https://scholar.google.com/scholar?q=related:rRM2JxMuA48J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
19,"D Winkle, JJ O'Brien","Systems, devices, and methods for generating vehicle routes within signal coverage zones",2019,"US Patent App. 16/054,002","Google Patents","https://patents.google.com/patent/US20190041225A1/en","https://scholar.google.com/scholar?cites=9841327058262360792&as_sdt=2005&sciodt=2007&hl=en",22,"2025-09-15 17:37:58","","","","",,,,,19,3.17,10,2,6,"… autonomous drone, thus redirecting the drone in real-time based on dynamic changes in … drone to utilize a particular wireless communication signal type in order to avoid a low …","https://patentimages.storage.googleapis.com/26/95/6a/7a65d7ee5e66a2/US20190041225A1.pdf","https://scholar.google.com/scholar?q=related:2AIrYtFqk4gJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
21,"ML Arksey, D BLAAUW, LT HAHN, ...","Systems and methods for drone swarm wireless communication",2022,"US Patent App. 17 …","Google Patents","https://patents.google.com/patent/US20220399936A1/en","https://scholar.google.com/scholar?cites=3088836073479966261&as_sdt=2005&sciodt=2007&hl=en",53,"2025-09-15 17:37:58","","","","",,,,,21,7.00,5,4,3,"… communication for a drone swarm by, at a computing system, receiving, from a plurality of drones of a drone … This separates the actual path planning details from the points that must be …","https://patentimages.storage.googleapis.com/3e/58/56/bf313d6f4304c0/US20220399936A1.pdf","https://scholar.google.com/scholar?q=related:NY4vIQvA3SoJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
1,"X Cao, W Du, L Zheng, L Xu","Uav path planning method and device guided by the safety situation, uav and storage medium",2021,"US Patent App. 17/102,966","Google Patents","https://patents.google.com/patent/US20210327287A1/en","https://scholar.google.com/scholar?cites=4241330651745520817&as_sdt=2005&sciodt=2007&hl=en",66,"2025-09-15 17:37:58","","","","",,,,,1,0.25,0,4,4,"… the application relates to the automatic navigation of the unmanned aerial … UAV), and particularly relates to an UAV path planning method and device guided by the safety situation, UAV …","https://patentimages.storage.googleapis.com/15/2a/5d/fa3f7713a51039/US20210327287A1.pdf","https://scholar.google.com/scholar?q=related:sYxEmME73DoJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
1,"X Hu, A Liu, L ZHANG, K Tang","Systems and methods for uav path planning and control",2021,"US Patent App. 17/111,447","Google Patents","https://patents.google.com/patent/US20210116944A1/en","https://scholar.google.com/scholar?cites=7064191832630474263&as_sdt=2005&sciodt=2007&hl=en",36,"2025-09-15 17:37:58","","","","",,,,,1,0.25,0,4,4,"… for the UAV, and one or more motion characteristics of the UAV at … path for the UAV from a position of the UAV to the reference … a single communication link or multiple different types of …","https://patentimages.storage.googleapis.com/bd/be/69/68bfa8cb7e7798/US20210116944A1.pdf","https://scholar.google.com/scholar?q=related:F7YnSQsNCWIJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"MA Rahman, AA Khalil","Federated deep reinforcement learning-assisted uav trajectory planning against hostile defense system",2025,"US Patent App. 18/601,091","Google Patents","https://patents.google.com/patent/US20250224730A1/en","",89,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,2,1,"… in operable communication with the … art path planning solutions, embodiments of the subject invention provide a federated DRL-based UAV path planning framework for real-time UAV …","","https://scholar.google.com/scholar?q=related:6fYwtJjyu5oJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"YJ Kim","Optimal path planning device and method for drones considering obstacles",2025,"US Patent App. 18/852,830","Google Patents","https://patents.google.com/patent/US20250224734A1/en","",84,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,1,1,"… The drone 200, optimal path planning device 300, and map database 400 included in the … system may be connected through a communication network. Here, the communication …","","https://scholar.google.com/scholar?q=related:t1OgjyCourkJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"QU Boyang, X Li, C Xuzhao, WEN Pengwei, ...","Multi-unmanned aerial vehicle (uav) cooperative coverage path planning methods based on improved ant colony algorithm with q-learning adaptive strategy",2025,"US Patent App. 19 …","Google Patents","https://patents.google.com/patent/US20250238033A1/en","",60,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,5,1,"US20250238033A1 - Multi-unmanned aerial vehicle (uav) cooperative coverage path planning methods based on improved ant colony algorithm with q-learning adaptive strategy - …","","https://scholar.google.com/scholar?q=related:135hsHKhq2wJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
